DDI-DrugBank.d599.s4|DDI-DrugBank.d599.s4.e0|DDI-DrugBank.d599.s4.e1|1|advise
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e1|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e3|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e4|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e5|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e6|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e7|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e8|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e9|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e10|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e2|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e4|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e5|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e6|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e7|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e8|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e9|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e10|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e3|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e5|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e6|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e7|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e8|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e9|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e10|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e4|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e5|DDI-DrugBank.d726.s1.e6|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e5|DDI-DrugBank.d726.s1.e7|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e5|DDI-DrugBank.d726.s1.e8|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e5|DDI-DrugBank.d726.s1.e9|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e5|DDI-DrugBank.d726.s1.e10|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e5|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e5|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e5|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e5|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e5|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e6|DDI-DrugBank.d726.s1.e7|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e6|DDI-DrugBank.d726.s1.e8|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e6|DDI-DrugBank.d726.s1.e9|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e6|DDI-DrugBank.d726.s1.e10|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e6|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e6|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e6|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e6|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e6|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e7|DDI-DrugBank.d726.s1.e8|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e7|DDI-DrugBank.d726.s1.e9|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e7|DDI-DrugBank.d726.s1.e10|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e7|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e7|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e7|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e7|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e7|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e8|DDI-DrugBank.d726.s1.e9|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e8|DDI-DrugBank.d726.s1.e10|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e8|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e8|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e8|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e8|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e8|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e9|DDI-DrugBank.d726.s1.e10|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e9|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e9|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e9|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e9|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e9|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e10|DDI-DrugBank.d726.s1.e11|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e10|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e10|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e10|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e10|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e11|DDI-DrugBank.d726.s1.e12|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e11|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e11|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e11|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e12|DDI-DrugBank.d726.s1.e13|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e12|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e12|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e13|DDI-DrugBank.d726.s1.e14|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e13|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s1|DDI-DrugBank.d726.s1.e14|DDI-DrugBank.d726.s1.e15|0|null
DDI-DrugBank.d726.s2|DDI-DrugBank.d726.s2.e0|DDI-DrugBank.d726.s2.e1|1|advise
DDI-DrugBank.d726.s3|DDI-DrugBank.d726.s3.e0|DDI-DrugBank.d726.s3.e1|0|null
DDI-DrugBank.d726.s3|DDI-DrugBank.d726.s3.e0|DDI-DrugBank.d726.s3.e2|0|null
DDI-DrugBank.d726.s3|DDI-DrugBank.d726.s3.e1|DDI-DrugBank.d726.s3.e2|0|null
DDI-DrugBank.d597.s0|DDI-DrugBank.d597.s0.e0|DDI-DrugBank.d597.s0.e1|0|null
DDI-DrugBank.d597.s0|DDI-DrugBank.d597.s0.e0|DDI-DrugBank.d597.s0.e2|0|null
DDI-DrugBank.d597.s0|DDI-DrugBank.d597.s0.e1|DDI-DrugBank.d597.s0.e2|0|null
DDI-DrugBank.d597.s1|DDI-DrugBank.d597.s1.e0|DDI-DrugBank.d597.s1.e1|1|advise
DDI-DrugBank.d597.s2|DDI-DrugBank.d597.s2.e0|DDI-DrugBank.d597.s2.e1|0|null
DDI-DrugBank.d597.s2|DDI-DrugBank.d597.s2.e0|DDI-DrugBank.d597.s2.e2|0|null
DDI-DrugBank.d597.s2|DDI-DrugBank.d597.s2.e1|DDI-DrugBank.d597.s2.e2|0|null
DDI-DrugBank.d597.s4|DDI-DrugBank.d597.s4.e0|DDI-DrugBank.d597.s4.e1|0|null
DDI-DrugBank.d597.s4|DDI-DrugBank.d597.s4.e0|DDI-DrugBank.d597.s4.e2|0|null
DDI-DrugBank.d597.s4|DDI-DrugBank.d597.s4.e1|DDI-DrugBank.d597.s4.e2|0|null
DDI-DrugBank.d597.s5|DDI-DrugBank.d597.s5.e0|DDI-DrugBank.d597.s5.e1|0|null
DDI-DrugBank.d597.s5|DDI-DrugBank.d597.s5.e0|DDI-DrugBank.d597.s5.e2|0|null
DDI-DrugBank.d597.s5|DDI-DrugBank.d597.s5.e1|DDI-DrugBank.d597.s5.e2|0|null
DDI-DrugBank.d597.s6|DDI-DrugBank.d597.s6.e0|DDI-DrugBank.d597.s6.e1|0|null
DDI-DrugBank.d597.s7|DDI-DrugBank.d597.s7.e0|DDI-DrugBank.d597.s7.e1|0|null
DDI-DrugBank.d597.s7|DDI-DrugBank.d597.s7.e0|DDI-DrugBank.d597.s7.e2|0|null
DDI-DrugBank.d597.s7|DDI-DrugBank.d597.s7.e1|DDI-DrugBank.d597.s7.e2|0|null
DDI-DrugBank.d597.s11|DDI-DrugBank.d597.s11.e0|DDI-DrugBank.d597.s11.e1|0|null
DDI-DrugBank.d597.s11|DDI-DrugBank.d597.s11.e0|DDI-DrugBank.d597.s11.e2|0|null
DDI-DrugBank.d597.s11|DDI-DrugBank.d597.s11.e1|DDI-DrugBank.d597.s11.e2|0|null
DDI-DrugBank.d597.s12|DDI-DrugBank.d597.s12.e0|DDI-DrugBank.d597.s12.e1|0|null
DDI-DrugBank.d597.s12|DDI-DrugBank.d597.s12.e0|DDI-DrugBank.d597.s12.e2|0|null
DDI-DrugBank.d597.s12|DDI-DrugBank.d597.s12.e1|DDI-DrugBank.d597.s12.e2|0|null
DDI-DrugBank.d597.s13|DDI-DrugBank.d597.s13.e0|DDI-DrugBank.d597.s13.e1|0|null
DDI-DrugBank.d597.s14|DDI-DrugBank.d597.s14.e0|DDI-DrugBank.d597.s14.e1|0|null
DDI-DrugBank.d597.s14|DDI-DrugBank.d597.s14.e0|DDI-DrugBank.d597.s14.e2|0|null
DDI-DrugBank.d597.s14|DDI-DrugBank.d597.s14.e0|DDI-DrugBank.d597.s14.e3|0|null
DDI-DrugBank.d597.s14|DDI-DrugBank.d597.s14.e1|DDI-DrugBank.d597.s14.e2|0|null
DDI-DrugBank.d597.s14|DDI-DrugBank.d597.s14.e1|DDI-DrugBank.d597.s14.e3|0|null
DDI-DrugBank.d597.s14|DDI-DrugBank.d597.s14.e2|DDI-DrugBank.d597.s14.e3|0|null
DDI-DrugBank.d597.s16|DDI-DrugBank.d597.s16.e0|DDI-DrugBank.d597.s16.e1|0|null
DDI-DrugBank.d597.s17|DDI-DrugBank.d597.s17.e0|DDI-DrugBank.d597.s17.e1|0|null
DDI-DrugBank.d597.s18|DDI-DrugBank.d597.s18.e0|DDI-DrugBank.d597.s18.e1|0|null
DDI-DrugBank.d597.s19|DDI-DrugBank.d597.s19.e0|DDI-DrugBank.d597.s19.e1|0|null
DDI-DrugBank.d597.s19|DDI-DrugBank.d597.s19.e0|DDI-DrugBank.d597.s19.e2|0|null
DDI-DrugBank.d597.s19|DDI-DrugBank.d597.s19.e0|DDI-DrugBank.d597.s19.e3|0|null
DDI-DrugBank.d597.s19|DDI-DrugBank.d597.s19.e1|DDI-DrugBank.d597.s19.e2|0|null
DDI-DrugBank.d597.s19|DDI-DrugBank.d597.s19.e1|DDI-DrugBank.d597.s19.e3|0|null
DDI-DrugBank.d597.s19|DDI-DrugBank.d597.s19.e2|DDI-DrugBank.d597.s19.e3|0|null
DDI-DrugBank.d597.s20|DDI-DrugBank.d597.s20.e0|DDI-DrugBank.d597.s20.e1|0|null
DDI-DrugBank.d597.s20|DDI-DrugBank.d597.s20.e0|DDI-DrugBank.d597.s20.e2|0|null
DDI-DrugBank.d597.s20|DDI-DrugBank.d597.s20.e0|DDI-DrugBank.d597.s20.e3|0|null
DDI-DrugBank.d597.s20|DDI-DrugBank.d597.s20.e1|DDI-DrugBank.d597.s20.e2|0|null
DDI-DrugBank.d597.s20|DDI-DrugBank.d597.s20.e1|DDI-DrugBank.d597.s20.e3|0|null
DDI-DrugBank.d597.s20|DDI-DrugBank.d597.s20.e2|DDI-DrugBank.d597.s20.e3|0|null
DDI-DrugBank.d597.s22|DDI-DrugBank.d597.s22.e0|DDI-DrugBank.d597.s22.e1|1|advise
DDI-DrugBank.d597.s23|DDI-DrugBank.d597.s23.e0|DDI-DrugBank.d597.s23.e1|0|null
DDI-DrugBank.d597.s23|DDI-DrugBank.d597.s23.e0|DDI-DrugBank.d597.s23.e2|0|null
DDI-DrugBank.d597.s23|DDI-DrugBank.d597.s23.e1|DDI-DrugBank.d597.s23.e2|0|null
DDI-DrugBank.d597.s24|DDI-DrugBank.d597.s24.e0|DDI-DrugBank.d597.s24.e1|0|null
DDI-DrugBank.d597.s25|DDI-DrugBank.d597.s25.e0|DDI-DrugBank.d597.s25.e1|0|null
DDI-DrugBank.d597.s26|DDI-DrugBank.d597.s26.e0|DDI-DrugBank.d597.s26.e1|0|null
DDI-DrugBank.d597.s26|DDI-DrugBank.d597.s26.e0|DDI-DrugBank.d597.s26.e2|0|null
DDI-DrugBank.d597.s26|DDI-DrugBank.d597.s26.e1|DDI-DrugBank.d597.s26.e2|0|null
DDI-DrugBank.d597.s27|DDI-DrugBank.d597.s27.e0|DDI-DrugBank.d597.s27.e1|0|null
DDI-DrugBank.d597.s27|DDI-DrugBank.d597.s27.e0|DDI-DrugBank.d597.s27.e2|0|null
DDI-DrugBank.d597.s27|DDI-DrugBank.d597.s27.e1|DDI-DrugBank.d597.s27.e2|0|null
DDI-DrugBank.d597.s28|DDI-DrugBank.d597.s28.e0|DDI-DrugBank.d597.s28.e1|0|null
DDI-DrugBank.d597.s28|DDI-DrugBank.d597.s28.e0|DDI-DrugBank.d597.s28.e2|0|null
DDI-DrugBank.d597.s28|DDI-DrugBank.d597.s28.e1|DDI-DrugBank.d597.s28.e2|0|null
DDI-DrugBank.d597.s30|DDI-DrugBank.d597.s30.e0|DDI-DrugBank.d597.s30.e1|0|null
DDI-DrugBank.d597.s30|DDI-DrugBank.d597.s30.e0|DDI-DrugBank.d597.s30.e2|0|null
DDI-DrugBank.d597.s30|DDI-DrugBank.d597.s30.e1|DDI-DrugBank.d597.s30.e2|0|null
DDI-DrugBank.d720.s1|DDI-DrugBank.d720.s1.e0|DDI-DrugBank.d720.s1.e1|0|null
DDI-DrugBank.d720.s1|DDI-DrugBank.d720.s1.e0|DDI-DrugBank.d720.s1.e2|0|null
DDI-DrugBank.d720.s1|DDI-DrugBank.d720.s1.e0|DDI-DrugBank.d720.s1.e3|0|null
DDI-DrugBank.d720.s1|DDI-DrugBank.d720.s1.e0|DDI-DrugBank.d720.s1.e4|0|null
DDI-DrugBank.d720.s1|DDI-DrugBank.d720.s1.e1|DDI-DrugBank.d720.s1.e2|0|null
DDI-DrugBank.d720.s1|DDI-DrugBank.d720.s1.e1|DDI-DrugBank.d720.s1.e3|0|null
DDI-DrugBank.d720.s1|DDI-DrugBank.d720.s1.e1|DDI-DrugBank.d720.s1.e4|0|null
DDI-DrugBank.d720.s1|DDI-DrugBank.d720.s1.e2|DDI-DrugBank.d720.s1.e3|0|null
DDI-DrugBank.d720.s1|DDI-DrugBank.d720.s1.e2|DDI-DrugBank.d720.s1.e4|0|null
DDI-DrugBank.d720.s1|DDI-DrugBank.d720.s1.e3|DDI-DrugBank.d720.s1.e4|0|null
DDI-DrugBank.d720.s2|DDI-DrugBank.d720.s2.e0|DDI-DrugBank.d720.s2.e1|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e0|DDI-DrugBank.d720.s3.e1|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e0|DDI-DrugBank.d720.s3.e2|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e0|DDI-DrugBank.d720.s3.e3|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e0|DDI-DrugBank.d720.s3.e4|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e0|DDI-DrugBank.d720.s3.e5|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e0|DDI-DrugBank.d720.s3.e6|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e0|DDI-DrugBank.d720.s3.e7|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e0|DDI-DrugBank.d720.s3.e8|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e1|DDI-DrugBank.d720.s3.e2|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e1|DDI-DrugBank.d720.s3.e3|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e1|DDI-DrugBank.d720.s3.e4|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e1|DDI-DrugBank.d720.s3.e5|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e1|DDI-DrugBank.d720.s3.e6|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e1|DDI-DrugBank.d720.s3.e7|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e1|DDI-DrugBank.d720.s3.e8|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e2|DDI-DrugBank.d720.s3.e3|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e2|DDI-DrugBank.d720.s3.e4|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e2|DDI-DrugBank.d720.s3.e5|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e2|DDI-DrugBank.d720.s3.e6|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e2|DDI-DrugBank.d720.s3.e7|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e2|DDI-DrugBank.d720.s3.e8|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e3|DDI-DrugBank.d720.s3.e4|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e3|DDI-DrugBank.d720.s3.e5|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e3|DDI-DrugBank.d720.s3.e6|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e3|DDI-DrugBank.d720.s3.e7|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e3|DDI-DrugBank.d720.s3.e8|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e4|DDI-DrugBank.d720.s3.e5|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e4|DDI-DrugBank.d720.s3.e6|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e4|DDI-DrugBank.d720.s3.e7|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e4|DDI-DrugBank.d720.s3.e8|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e5|DDI-DrugBank.d720.s3.e6|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e5|DDI-DrugBank.d720.s3.e7|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e5|DDI-DrugBank.d720.s3.e8|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e6|DDI-DrugBank.d720.s3.e7|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e6|DDI-DrugBank.d720.s3.e8|0|null
DDI-DrugBank.d720.s3|DDI-DrugBank.d720.s3.e7|DDI-DrugBank.d720.s3.e8|0|null
DDI-DrugBank.d720.s4|DDI-DrugBank.d720.s4.e0|DDI-DrugBank.d720.s4.e1|0|null
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e0|DDI-DrugBank.d753.s0.e1|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e0|DDI-DrugBank.d753.s0.e2|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e0|DDI-DrugBank.d753.s0.e3|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e0|DDI-DrugBank.d753.s0.e4|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e0|DDI-DrugBank.d753.s0.e5|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e0|DDI-DrugBank.d753.s0.e6|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e0|DDI-DrugBank.d753.s0.e7|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e0|DDI-DrugBank.d753.s0.e8|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e0|DDI-DrugBank.d753.s0.e9|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e1|DDI-DrugBank.d753.s0.e2|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e1|DDI-DrugBank.d753.s0.e3|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e1|DDI-DrugBank.d753.s0.e4|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e1|DDI-DrugBank.d753.s0.e5|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e1|DDI-DrugBank.d753.s0.e6|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e1|DDI-DrugBank.d753.s0.e7|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e1|DDI-DrugBank.d753.s0.e8|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e1|DDI-DrugBank.d753.s0.e9|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e2|DDI-DrugBank.d753.s0.e3|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e2|DDI-DrugBank.d753.s0.e4|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e2|DDI-DrugBank.d753.s0.e5|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e2|DDI-DrugBank.d753.s0.e6|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e2|DDI-DrugBank.d753.s0.e7|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e2|DDI-DrugBank.d753.s0.e8|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e2|DDI-DrugBank.d753.s0.e9|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e3|DDI-DrugBank.d753.s0.e4|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e3|DDI-DrugBank.d753.s0.e5|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e3|DDI-DrugBank.d753.s0.e6|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e3|DDI-DrugBank.d753.s0.e7|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e3|DDI-DrugBank.d753.s0.e8|1|effect
DDI-DrugBank.d753.s0|DDI-DrugBank.d753.s0.e3|DDI-DrugBank.d753.s0.e9|1|effect
